,,Name,"Profile ID",Date,Likes,Comment,"Comment ID","Profile URL","Comment URL"
1,,andikaandreee,1709662609,"2023-10-29 21:37:01",0,"Game lu lagh bg monton",17952507059690155,https://www.instagram.com/andikaandreee/,https://www.instagram.com/p/CyaZvNZPS7v/c/17952507059690155
2,,habibbrhmn.elsyrzi,10113119264,"2023-10-29 21:38:29",0,"Server down kah ?",17869557185960617,https://www.instagram.com/habibbrhmn.elsyrzi/,https://www.instagram.com/p/CyaZvNZPS7v/c/17869557185960617
3,,m.marselino_,6146283272,"2023-10-29 21:47:31",0,"@realmobilelegendsid lgi ada perbaikan?",18085540045387788,https://www.instagram.com/m.marselino_/,https://www.instagram.com/p/CyaZvNZPS7v/c/18085540045387788
4,,m.marselino_,6146283272,"2023-10-29 21:47:52",0,"Kok ngelag smua hede game rusak @realmobilelegendsid",18015121288900319,https://www.instagram.com/m.marselino_/,https://www.instagram.com/p/CyaZvNZPS7v/c/18015121288900319
5,,cornettoeskrim,8487388105,"2023-10-29 21:48:47",0,"Server down anjeng",18025993018704282,https://www.instagram.com/cornettoeskrim/,https://www.instagram.com/p/CyaZvNZPS7v/c/18025993018704282
6,,yazid.ananda,5065160743,"2023-10-29 21:59:45",0,"Server kontol gajelas sering banget koneksinya ilang tiba²",17886731504881518,https://www.instagram.com/yazid.ananda/,https://www.instagram.com/p/CyaZvNZPS7v/c/17886731504881518
7,,lovingfaa_,54618693731,"2023-10-29 22:35:08",0,"@rikonovaputra pake nanya 😂😂",18076330864413685,https://www.instagram.com/lovingfaa_/,https://www.instagram.com/p/CyaZvNZPS7v/c/18076330864413685
8,,lovingfaa_,54618693731,"2023-10-29 22:35:46",0,"@satnupra_ wkwk kan bs dapet gratis 😭😭",18011214949961287,https://www.instagram.com/lovingfaa_/,https://www.instagram.com/p/CyaZvNZPS7v/c/18011214949961287
9,,z4psnal,62265377640,"2023-10-29 23:57:06",0,Aowkwok,17880733814912707,https://www.instagram.com/z4psnal/,https://www.instagram.com/p/CyaZvNZPS7v/c/17880733814912707
10,,ilovehateusm__,29763211402,"2023-10-30 00:39:06",0,"@ridwan.chiwan menjelang harga dm naik drastis nanti bg, wdp ntar katanya di tt jadi 32k",17995863833099813,https://www.instagram.com/ilovehateusm__/,https://www.instagram.com/p/CyaZvNZPS7v/c/17995863833099813
11,,rikonovaputra,53607158336,"2023-10-30 00:47:07",0,"mang eakk 😂",18390950476053613,https://www.instagram.com/rikonovaputra/,https://www.instagram.com/p/CyaZvNZPS7v/c/18390950476053613
12,,sinyofernandess,55332133696,"2023-10-30 01:33:27",0,"Cara menghindari player player Jawa gimana!!??",17944093322719382,https://www.instagram.com/sinyofernandess/,https://www.instagram.com/p/CyaZvNZPS7v/c/17944093322719382
13,,deni.firmansyah13,51741943287,"2023-10-30 01:36:38",0,"BAJINGAAAAN SEMOGA KENA KARMAAA KALIAAAN MONTOOON. MATCHMAKING ENGGA KALIAAN BENERIN BANGSAAT",17986933394433309,https://www.instagram.com/deni.firmansyah13/,https://www.instagram.com/p/CyaZvNZPS7v/c/17986933394433309
14,,tofik_r26593,1498155558,"2023-10-30 02:55:35",0,"mobile lagend gak jelas lah,,, ketemunya time kya eek  baperan",18042380674548387,https://www.instagram.com/tofik_r26593/,https://www.instagram.com/p/CyaZvNZPS7v/c/18042380674548387
15,,inirendiiiii,6375861253,"2023-10-30 06:57:50",0,Wkwk,17915500970816837,https://www.instagram.com/inirendiiiii/,https://www.instagram.com/p/CyaZvNZPS7v/c/17915500970816837
16,,xxhvrv,1485547485,"2023-10-30 07:10:15",0,"SERVER KENAPA DOWN BANGSAT",18308424667141975,https://www.instagram.com/xxhvrv/,https://www.instagram.com/p/CyaZvNZPS7v/c/18308424667141975
17,,bimaaaaaaa________,47721243529,"2023-10-30 18:42:47",0,Cokk,17987540102419660,https://www.instagram.com/bimaaaaaaa________/,https://www.instagram.com/p/CyaZvNZPS7v/c/17987540102419660
18,,bimaaaaaaa________,47721243529,"2023-10-30 18:43:32",0,"Dark system mulu muka Lo kek kontol Firaun bangsat mamakmu kaya babi jancokkk",18211456186265588,https://www.instagram.com/bimaaaaaaa________/,https://www.instagram.com/p/CyaZvNZPS7v/c/18211456186265588
19,,bimaaaaaaa________,47721243529,"2023-10-30 18:43:44",0,"Adminnn ml kontolll",17908460156776373,https://www.instagram.com/bimaaaaaaa________/,https://www.instagram.com/p/CyaZvNZPS7v/c/17908460156776373
20,,bimaaaaaaa________,47721243529,"2023-10-30 18:44:23",0,"Yoo report akun mobile legend guys ini game jancokk",18397882969055497,https://www.instagram.com/bimaaaaaaa________/,https://www.instagram.com/p/CyaZvNZPS7v/c/18397882969055497
21,,bimaaaaaaa________,47721243529,"2023-10-30 18:44:32",0,"Game taekk",17879744267971633,https://www.instagram.com/bimaaaaaaa________/,https://www.instagram.com/p/CyaZvNZPS7v/c/17879744267971633
22,,bimaaaaaaa________,47721243529,"2023-10-30 18:44:33",0,Jancok,18295054921133611,https://www.instagram.com/bimaaaaaaa________/,https://www.instagram.com/p/CyaZvNZPS7v/c/18295054921133611
23,,bimaaaaaaa________,47721243529,"2023-10-30 18:44:35",0,Cok,17996019203203423,https://www.instagram.com/bimaaaaaaa________/,https://www.instagram.com/p/CyaZvNZPS7v/c/17996019203203423
